Parameters: 3913381
Epoch	Loss(Tr)	Loss(val)	mIOU (tr)	mIOU (val	
1		0.2941		0.2923		0.2581		0.2610		0.0010
2		0.2552		0.2500		0.2615		0.2710		0.0010
3		0.2394		0.2285		0.2756		0.2769		0.0010
4		0.2545		0.2251		0.2782		0.2781		0.0010
5		0.2220		0.2075		0.2652		0.2779		0.0010
6		0.2414		0.1964		0.2702		0.2785		0.0010
7		0.1989		0.1780		0.2625		0.2760		0.0010
8		0.1899		0.1683		0.2708		0.2778		0.0010
9		0.1725		0.1623		0.2744		0.2783		0.0010
10		0.1702		0.1548		0.2766		0.2772		0.0010
11		0.1621		0.1499		0.2773		0.2788		0.0010
12		0.1548		0.1482		0.2774		0.2788		0.0010
13		0.1501		0.1430		0.2789		0.2804		0.0010
14		0.1713		0.1390		0.2774		0.2819		0.0010
15		0.1378		0.1366		0.2822		0.2822		0.0010
16		0.1546		0.1391		0.2791		0.2807		0.0010
17		0.1605		0.1346		0.2786		0.2814		0.0010
18		0.1647		0.1252		0.2804		0.2845		0.0010
19		0.1603		0.1226		0.2803		0.2845		0.0010
20		0.1336		0.1236		0.2823		0.2836		0.0010
21		0.1195		0.1181		0.2868		0.2864		0.0010
22		0.1201		0.1165		0.2851		0.2864		0.0010
23		0.1332		0.1151		0.2839		0.2869		0.0010
24		0.1259		0.1157		0.2837		0.2856		0.0010
25		0.1251		0.1143		0.2835		0.2851		0.0010
26		0.1147		0.1106		0.2855		0.2864		0.0010
27		0.1172		0.1048		0.2883		0.2890		0.0010
28		0.1061		0.1032		0.2909		0.2915		0.0010
29		0.1085		0.1017		0.2889		0.2911		0.0010
30		0.1091		0.1049		0.2880		0.2883		0.0010
31		0.0998		0.1008		0.2900		0.2894		0.0010
32		0.1064		0.0999		0.2877		0.2894		0.0010
33		0.1154		0.0959		0.2878		0.2919		0.0010
34		0.1072		0.0941		0.2914		0.2958		0.0010
35		0.0954		0.0925		0.2928		0.2971		0.0010
36		0.0976		0.0911		0.2935		0.2965		0.0010
37		0.1048		0.0906		0.2903		0.2970		0.0010
38		0.0916		0.0891		0.2981		0.2978		0.0010
39		0.0934		0.0879		0.2908		0.2966		0.0010
40		0.0996		0.0893		0.2892		0.2953		0.0010
41		0.0899		0.0867		0.2916		0.2965		0.0010
42		0.0885		0.0868		0.3080		0.2984		0.0010
43		0.1092		0.0859		0.2888		0.2989		0.0010
44		0.0955		0.0870		0.2906		0.2968		0.0010
45		0.0890		0.0841		0.2945		0.2978		0.0010
46		0.0883		0.0830		0.2954		0.3018		0.0010
47		0.0892		0.0815		0.2945		0.2995		0.0010
48		0.0904		0.0812		0.2923		0.2987		0.0010
49		0.0860		0.0803		0.2937		0.3004		0.0010
50		0.0883		0.0808		0.2945		0.2950		0.0010
51		0.0865		0.0788		0.2949		0.2975		0.0010
52		0.0834		0.0774		0.2980		0.3000		0.0010
53		0.0839		0.0774		0.2996		0.3031		0.0010
54		0.0848		0.0764		0.2960		0.3041		0.0010
55		0.0808		0.0773		0.2978		0.3001		0.0010
56		0.0746		0.0762		0.3034		0.2992		0.0010
57		0.0877		0.0764		0.2969		0.2997		0.0010
58		0.0787		0.0739		0.2989		0.3012		0.0010
59		0.0749		0.0726		0.2984		0.3014		0.0010
60		0.0768		0.0719		0.2992		0.3025		0.0010
61		0.0754		0.0698		0.2992		0.3030		0.0010
62		0.0757		0.0689		0.3018		0.3035		0.0010
63		0.0693		0.0675		0.3007		0.3052		0.0010
64		0.0706		0.0681		0.3053		0.3035		0.0010
65		0.0710		0.0678		0.2992		0.3033		0.0010
66		0.0765		0.0680		0.3019		0.3045		0.0010
67		0.0695		0.0659		0.3106		0.3068		0.0010
68		0.0713		0.0660		0.3052		0.3071		0.0010
69		0.0721		0.0660		0.3127		0.3075		0.0010
70		0.0640		0.0648		0.3080		0.3051		0.0010
71		0.0678		0.0644		0.3007		0.3032		0.0010
72		0.0755		0.0644		0.3013		0.3053		0.0010
73		0.0787		0.0655		0.3051		0.3055		0.0010
74		0.0647		0.0620		0.3050		0.3066		0.0010
75		0.0665		0.0610		0.3063		0.3077		0.0010
76		0.0679		0.0599		0.3064		0.3087		0.0010
77		0.0687		0.0621		0.2995		0.3084		0.0010
78		0.0669		0.0607		0.3044		0.3081		0.0010
79		0.0693		0.0597		0.3068		0.3076		0.0010
80		0.0648		0.0587		0.3047		0.3074		0.0010
81		0.0646		0.0584		0.3068		0.3081		0.0010
82		0.0589		0.0574		0.3057		0.3102		0.0010
83		0.0572		0.0583		0.3072		0.3093		0.0010
84		0.0635		0.0596		0.3036		0.3078		0.0010
85		0.0701		0.0597		0.3060		0.3086		0.0010
86		0.0630		0.0561		0.3151		0.3102		0.0010
87		0.0558		0.0557		0.3115		0.3103		0.0010
88		0.0681		0.0572		0.3090		0.3100		0.0010
89		0.0677		0.0559		0.3023		0.3117		0.0010
90		0.0634		0.0551		0.3069		0.3097		0.0010
91		0.0603		0.0540		0.3065		0.3111		0.0010
92		0.0573		0.0538		0.3149		0.3130		0.0010
93		0.0579		0.0532		0.3147		0.3134		0.0010
94		0.0659		0.0543		0.3054		0.3124		0.0010
95		0.0580		0.0531		0.3066		0.3126		0.0010
96		0.0548		0.0537		0.3175		0.3138		0.0010
97		0.0618		0.0525		0.3069		0.3137		0.0010
98		0.0509		0.0526		0.3116		0.3126		0.0010
99		0.0624		0.0530		0.3029		0.3125		0.0010
